province,year,scenario_name,clean_ratio,green_rate,predicted_emission_per_gdp
上海,2023,baseline,0.8627072508054741,0.381,0.004412403650726973
上海,2023,clean_plus5pp,0.9127072508054741,0.381,0.0022899464976904715
上海,2023,green_plus2pp,0.8827072508054741,0.401,0.0027142919017894823
上海,2024,baseline,0.8627072508054741,0.381,0.004412403650726973
上海,2024,clean_plus5pp,0.9127072508054741,0.381,0.0022899464976904715
上海,2024,green_plus2pp,0.8827072508054741,0.401,0.0027142919017894823
上海,2025,baseline,0.8627072508054741,0.381,0.004412403650726973
上海,2025,clean_plus5pp,0.9127072508054741,0.381,0.0022899464976904715
上海,2025,green_plus2pp,0.8827072508054741,0.401,0.0027142919017894823
上海,2026,baseline,0.8627072508054741,0.381,0.004412403650726973
上海,2026,clean_plus5pp,0.9127072508054741,0.381,0.0022899464976904715
上海,2026,green_plus2pp,0.8827072508054741,0.401,0.0027142919017894823
上海,2027,baseline,0.8627072508054741,0.381,0.004412403650726973
上海,2027,clean_plus5pp,0.9127072508054741,0.381,0.0022899464976904715
上海,2027,green_plus2pp,0.8827072508054741,0.401,0.0027142919017894823
上海,2028,baseline,0.8627072508054741,0.381,0.004412403650726973
上海,2028,clean_plus5pp,0.9127072508054741,0.381,0.0022899464976904715
上海,2028,green_plus2pp,0.8827072508054741,0.401,0.0027142919017894823
上海,2029,baseline,0.8627072508054741,0.381,0.004412403650726973
上海,2029,clean_plus5pp,0.9127072508054741,0.381,0.0022899464976904715
上海,2029,green_plus2pp,0.8827072508054741,0.401,0.0027142919017894823
上海,2030,baseline,0.8627072508054741,0.381,0.004412403650726973
上海,2030,clean_plus5pp,0.9127072508054741,0.381,0.0022899464976904715
上海,2030,green_plus2pp,0.8827072508054741,0.401,0.0027142919017894823
云南,2023,baseline,0.5976832637295291,0.431,0.013539622573331595
云南,2023,clean_plus5pp,0.6476832637295291,0.431,0.011417165420295094
云南,2023,green_plus2pp,0.6176832637295291,0.451,0.011841510824394105
云南,2024,baseline,0.5976832637295291,0.431,0.013539622573331595
云南,2024,clean_plus5pp,0.6476832637295291,0.431,0.011417165420295094
云南,2024,green_plus2pp,0.6176832637295291,0.451,0.011841510824394105
云南,2025,baseline,0.5976832637295291,0.431,0.013539622573331595
云南,2025,clean_plus5pp,0.6476832637295291,0.431,0.011417165420295094
云南,2025,green_plus2pp,0.6176832637295291,0.451,0.011841510824394105
云南,2026,baseline,0.5976832637295291,0.431,0.013539622573331595
云南,2026,clean_plus5pp,0.6476832637295291,0.431,0.011417165420295094
云南,2026,green_plus2pp,0.6176832637295291,0.451,0.011841510824394105
云南,2027,baseline,0.5976832637295291,0.431,0.013539622573331595
云南,2027,clean_plus5pp,0.6476832637295291,0.431,0.011417165420295094
云南,2027,green_plus2pp,0.6176832637295291,0.451,0.011841510824394105
云南,2028,baseline,0.5976832637295291,0.431,0.013539622573331595
云南,2028,clean_plus5pp,0.6476832637295291,0.431,0.011417165420295094
云南,2028,green_plus2pp,0.6176832637295291,0.451,0.011841510824394105
云南,2029,baseline,0.5976832637295291,0.431,0.013539622573331595
云南,2029,clean_plus5pp,0.6476832637295291,0.431,0.011417165420295094
云南,2029,green_plus2pp,0.6176832637295291,0.451,0.011841510824394105
云南,2030,baseline,0.5976832637295291,0.431,0.013539622573331595
云南,2030,clean_plus5pp,0.6476832637295291,0.431,0.011417165420295094
云南,2030,green_plus2pp,0.6176832637295291,0.451,0.011841510824394105
北京,2023,baseline,0.9943625801136758,0.498,-0.006143656250963301
北京,2023,clean_plus5pp,1.0,0.498,-0.00638295989421128
北京,2023,green_plus2pp,1.0,0.518,-0.007232088781934166
北京,2024,baseline,0.9943625801136758,0.498,-0.006143656250963301
北京,2024,clean_plus5pp,1.0,0.498,-0.00638295989421128
北京,2024,green_plus2pp,1.0,0.518,-0.007232088781934166
北京,2025,baseline,0.9943625801136758,0.498,-0.006143656250963301
北京,2025,clean_plus5pp,1.0,0.498,-0.00638295989421128
北京,2025,green_plus2pp,1.0,0.518,-0.007232088781934166
北京,2026,baseline,0.9943625801136758,0.498,-0.006143656250963301
北京,2026,clean_plus5pp,1.0,0.498,-0.00638295989421128
北京,2026,green_plus2pp,1.0,0.518,-0.007232088781934166
北京,2027,baseline,0.9943625801136758,0.498,-0.006143656250963301
北京,2027,clean_plus5pp,1.0,0.498,-0.00638295989421128
北京,2027,green_plus2pp,1.0,0.518,-0.007232088781934166
北京,2028,baseline,0.9943625801136758,0.498,-0.006143656250963301
北京,2028,clean_plus5pp,1.0,0.498,-0.00638295989421128
北京,2028,green_plus2pp,1.0,0.518,-0.007232088781934166
北京,2029,baseline,0.9943625801136758,0.498,-0.006143656250963301
北京,2029,clean_plus5pp,1.0,0.498,-0.00638295989421128
北京,2029,green_plus2pp,1.0,0.518,-0.007232088781934166
北京,2030,baseline,0.9943625801136758,0.498,-0.006143656250963301
北京,2030,clean_plus5pp,1.0,0.498,-0.00638295989421128
北京,2030,green_plus2pp,1.0,0.518,-0.007232088781934166
吉林,2023,baseline,0.718799556995608,0.427,0.00856816549103906
吉林,2023,clean_plus5pp,0.7687995569956081,0.427,0.006445708338002556
吉林,2023,green_plus2pp,0.7387995569956081,0.447,0.006870053742101569
吉林,2024,baseline,0.718799556995608,0.427,0.00856816549103906
吉林,2024,clean_plus5pp,0.7687995569956081,0.427,0.006445708338002556
吉林,2024,green_plus2pp,0.7387995569956081,0.447,0.006870053742101569
吉林,2025,baseline,0.718799556995608,0.427,0.00856816549103906
吉林,2025,clean_plus5pp,0.7687995569956081,0.427,0.006445708338002556
吉林,2025,green_plus2pp,0.7387995569956081,0.447,0.006870053742101569
吉林,2026,baseline,0.718799556995608,0.427,0.00856816549103906
吉林,2026,clean_plus5pp,0.7687995569956081,0.427,0.006445708338002556
吉林,2026,green_plus2pp,0.7387995569956081,0.447,0.006870053742101569
吉林,2027,baseline,0.718799556995608,0.427,0.00856816549103906
吉林,2027,clean_plus5pp,0.7687995569956081,0.427,0.006445708338002556
吉林,2027,green_plus2pp,0.7387995569956081,0.447,0.006870053742101569
吉林,2028,baseline,0.718799556995608,0.427,0.00856816549103906
吉林,2028,clean_plus5pp,0.7687995569956081,0.427,0.006445708338002556
吉林,2028,green_plus2pp,0.7387995569956081,0.447,0.006870053742101569
吉林,2029,baseline,0.718799556995608,0.427,0.00856816549103906
吉林,2029,clean_plus5pp,0.7687995569956081,0.427,0.006445708338002556
吉林,2029,green_plus2pp,0.7387995569956081,0.447,0.006870053742101569
吉林,2030,baseline,0.718799556995608,0.427,0.00856816549103906
吉林,2030,clean_plus5pp,0.7687995569956081,0.427,0.006445708338002556
吉林,2030,green_plus2pp,0.7387995569956081,0.447,0.006870053742101569
四川,2023,baseline,0.7951419041365511,0.435,0.004987846720572101
四川,2023,clean_plus5pp,0.8451419041365511,0.435,0.0028653895675356013
四川,2023,green_plus2pp,0.8151419041365511,0.455,0.003289734971634612
四川,2024,baseline,0.7951419041365511,0.435,0.004987846720572101
四川,2024,clean_plus5pp,0.8451419041365511,0.435,0.0028653895675356013
四川,2024,green_plus2pp,0.8151419041365511,0.455,0.003289734971634612
四川,2025,baseline,0.7951419041365511,0.435,0.004987846720572101
四川,2025,clean_plus5pp,0.8451419041365511,0.435,0.0028653895675356013
四川,2025,green_plus2pp,0.8151419041365511,0.455,0.003289734971634612
四川,2026,baseline,0.7951419041365511,0.435,0.004987846720572101
四川,2026,clean_plus5pp,0.8451419041365511,0.435,0.0028653895675356013
四川,2026,green_plus2pp,0.8151419041365511,0.455,0.003289734971634612
四川,2027,baseline,0.7951419041365511,0.435,0.004987846720572101
四川,2027,clean_plus5pp,0.8451419041365511,0.435,0.0028653895675356013
四川,2027,green_plus2pp,0.8151419041365511,0.455,0.003289734971634612
四川,2028,baseline,0.7951419041365511,0.435,0.004987846720572101
四川,2028,clean_plus5pp,0.8451419041365511,0.435,0.0028653895675356013
四川,2028,green_plus2pp,0.8151419041365511,0.455,0.003289734971634612
四川,2029,baseline,0.7951419041365511,0.435,0.004987846720572101
四川,2029,clean_plus5pp,0.8451419041365511,0.435,0.0028653895675356013
四川,2029,green_plus2pp,0.8151419041365511,0.455,0.003289734971634612
四川,2030,baseline,0.7951419041365511,0.435,0.004987846720572101
四川,2030,clean_plus5pp,0.8451419041365511,0.435,0.0028653895675356013
四川,2030,green_plus2pp,0.8151419041365511,0.455,0.003289734971634612
天津,2023,baseline,0.820658060765862,0.384,0.006069986401147852
天津,2023,clean_plus5pp,0.870658060765862,0.384,0.003947529248111353
天津,2023,green_plus2pp,0.840658060765862,0.404,0.004371874652210363
天津,2024,baseline,0.820658060765862,0.384,0.006069986401147852
天津,2024,clean_plus5pp,0.870658060765862,0.384,0.003947529248111353
天津,2024,green_plus2pp,0.840658060765862,0.404,0.004371874652210363
天津,2025,baseline,0.820658060765862,0.384,0.006069986401147852
天津,2025,clean_plus5pp,0.870658060765862,0.384,0.003947529248111353
天津,2025,green_plus2pp,0.840658060765862,0.404,0.004371874652210363
天津,2026,baseline,0.820658060765862,0.384,0.006069986401147852
天津,2026,clean_plus5pp,0.870658060765862,0.384,0.003947529248111353
天津,2026,green_plus2pp,0.840658060765862,0.404,0.004371874652210363
天津,2027,baseline,0.820658060765862,0.384,0.006069986401147852
天津,2027,clean_plus5pp,0.870658060765862,0.384,0.003947529248111353
天津,2027,green_plus2pp,0.840658060765862,0.404,0.004371874652210363
天津,2028,baseline,0.820658060765862,0.384,0.006069986401147852
天津,2028,clean_plus5pp,0.870658060765862,0.384,0.003947529248111353
天津,2028,green_plus2pp,0.840658060765862,0.404,0.004371874652210363
天津,2029,baseline,0.820658060765862,0.384,0.006069986401147852
天津,2029,clean_plus5pp,0.870658060765862,0.384,0.003947529248111353
天津,2029,green_plus2pp,0.840658060765862,0.404,0.004371874652210363
天津,2030,baseline,0.820658060765862,0.384,0.006069986401147852
天津,2030,clean_plus5pp,0.870658060765862,0.384,0.003947529248111353
天津,2030,green_plus2pp,0.840658060765862,0.404,0.004371874652210363
宁夏,2023,baseline,0.486396376930878,0.39204196642685846,0.01991767513762243
宁夏,2023,clean_plus5pp,0.536396376930878,0.39204196642685846,0.01779521798458593
宁夏,2023,green_plus2pp,0.506396376930878,0.4120419664268585,0.01821956338868494
宁夏,2024,baseline,0.486396376930878,0.39204196642685846,0.01991767513762243
宁夏,2024,clean_plus5pp,0.536396376930878,0.39204196642685846,0.01779521798458593
宁夏,2024,green_plus2pp,0.506396376930878,0.4120419664268585,0.01821956338868494
宁夏,2025,baseline,0.486396376930878,0.39204196642685846,0.01991767513762243
宁夏,2025,clean_plus5pp,0.536396376930878,0.39204196642685846,0.01779521798458593
宁夏,2025,green_plus2pp,0.506396376930878,0.4120419664268585,0.01821956338868494
宁夏,2026,baseline,0.486396376930878,0.39204196642685846,0.01991767513762243
宁夏,2026,clean_plus5pp,0.536396376930878,0.39204196642685846,0.01779521798458593
宁夏,2026,green_plus2pp,0.506396376930878,0.4120419664268585,0.01821956338868494
宁夏,2027,baseline,0.486396376930878,0.39204196642685846,0.01991767513762243
宁夏,2027,clean_plus5pp,0.536396376930878,0.39204196642685846,0.01779521798458593
宁夏,2027,green_plus2pp,0.506396376930878,0.4120419664268585,0.01821956338868494
宁夏,2028,baseline,0.486396376930878,0.39204196642685846,0.01991767513762243
宁夏,2028,clean_plus5pp,0.536396376930878,0.39204196642685846,0.01779521798458593
宁夏,2028,green_plus2pp,0.506396376930878,0.4120419664268585,0.01821956338868494
宁夏,2029,baseline,0.486396376930878,0.39204196642685846,0.01991767513762243
宁夏,2029,clean_plus5pp,0.536396376930878,0.39204196642685846,0.01779521798458593
宁夏,2029,green_plus2pp,0.506396376930878,0.4120419664268585,0.01821956338868494
宁夏,2030,baseline,0.486396376930878,0.39204196642685846,0.01991767513762243
宁夏,2030,clean_plus5pp,0.536396376930878,0.39204196642685846,0.01779521798458593
宁夏,2030,green_plus2pp,0.506396376930878,0.4120419664268585,0.01821956338868494
安徽,2023,baseline,0.6522768208088949,0.4529999999999999,0.010288131082180291
安徽,2023,clean_plus5pp,0.702276820808895,0.4529999999999999,0.00816567392914379
安徽,2023,green_plus2pp,0.672276820808895,0.4729999999999999,0.008590019333242802
安徽,2024,baseline,0.6522768208088949,0.4529999999999999,0.010288131082180291
安徽,2024,clean_plus5pp,0.702276820808895,0.4529999999999999,0.00816567392914379
安徽,2024,green_plus2pp,0.672276820808895,0.4729999999999999,0.008590019333242802
安徽,2025,baseline,0.6522768208088949,0.4529999999999999,0.010288131082180291
安徽,2025,clean_plus5pp,0.702276820808895,0.4529999999999999,0.00816567392914379
安徽,2025,green_plus2pp,0.672276820808895,0.4729999999999999,0.008590019333242802
安徽,2026,baseline,0.6522768208088949,0.4529999999999999,0.010288131082180291
安徽,2026,clean_plus5pp,0.702276820808895,0.4529999999999999,0.00816567392914379
安徽,2026,green_plus2pp,0.672276820808895,0.4729999999999999,0.008590019333242802
安徽,2027,baseline,0.6522768208088949,0.4529999999999999,0.010288131082180291
安徽,2027,clean_plus5pp,0.702276820808895,0.4529999999999999,0.00816567392914379
安徽,2027,green_plus2pp,0.672276820808895,0.4729999999999999,0.008590019333242802
安徽,2028,baseline,0.6522768208088949,0.4529999999999999,0.010288131082180291
安徽,2028,clean_plus5pp,0.702276820808895,0.4529999999999999,0.00816567392914379
安徽,2028,green_plus2pp,0.672276820808895,0.4729999999999999,0.008590019333242802
安徽,2029,baseline,0.6522768208088949,0.4529999999999999,0.010288131082180291
安徽,2029,clean_plus5pp,0.702276820808895,0.4529999999999999,0.00816567392914379
安徽,2029,green_plus2pp,0.672276820808895,0.4729999999999999,0.008590019333242802
安徽,2030,baseline,0.6522768208088949,0.4529999999999999,0.010288131082180291
安徽,2030,clean_plus5pp,0.702276820808895,0.4529999999999999,0.00816567392914379
安徽,2030,green_plus2pp,0.672276820808895,0.4729999999999999,0.008590019333242802
山东,2023,baseline,0.75069597211674,0.4379999999999999,0.006747169114190113
山东,2023,clean_plus5pp,0.80069597211674,0.4379999999999999,0.004624711961153613
山东,2023,green_plus2pp,0.77069597211674,0.4579999999999999,0.005049057365252624
山东,2024,baseline,0.75069597211674,0.4379999999999999,0.006747169114190113
山东,2024,clean_plus5pp,0.80069597211674,0.4379999999999999,0.004624711961153613
山东,2024,green_plus2pp,0.77069597211674,0.4579999999999999,0.005049057365252624
山东,2025,baseline,0.75069597211674,0.4379999999999999,0.006747169114190113
山东,2025,clean_plus5pp,0.80069597211674,0.4379999999999999,0.004624711961153613
山东,2025,green_plus2pp,0.77069597211674,0.4579999999999999,0.005049057365252624
山东,2026,baseline,0.75069597211674,0.4379999999999999,0.006747169114190113
山东,2026,clean_plus5pp,0.80069597211674,0.4379999999999999,0.004624711961153613
山东,2026,green_plus2pp,0.77069597211674,0.4579999999999999,0.005049057365252624
山东,2027,baseline,0.75069597211674,0.4379999999999999,0.006747169114190113
山东,2027,clean_plus5pp,0.80069597211674,0.4379999999999999,0.004624711961153613
山东,2027,green_plus2pp,0.77069597211674,0.4579999999999999,0.005049057365252624
山东,2028,baseline,0.75069597211674,0.4379999999999999,0.006747169114190113
山东,2028,clean_plus5pp,0.80069597211674,0.4379999999999999,0.004624711961153613
山东,2028,green_plus2pp,0.77069597211674,0.4579999999999999,0.005049057365252624
山东,2029,baseline,0.75069597211674,0.4379999999999999,0.006747169114190113
山东,2029,clean_plus5pp,0.80069597211674,0.4379999999999999,0.004624711961153613
山东,2029,green_plus2pp,0.77069597211674,0.4579999999999999,0.005049057365252624
山东,2030,baseline,0.75069597211674,0.4379999999999999,0.006747169114190113
山东,2030,clean_plus5pp,0.80069597211674,0.4379999999999999,0.004624711961153613
山东,2030,green_plus2pp,0.77069597211674,0.4579999999999999,0.005049057365252624
山西,2023,baseline,0.541284334141635,0.44,0.015551600804404847
山西,2023,clean_plus5pp,0.5912843341416351,0.44,0.013429143651368346
山西,2023,green_plus2pp,0.561284334141635,0.46,0.013853489055467356
山西,2024,baseline,0.541284334141635,0.44,0.015551600804404847
山西,2024,clean_plus5pp,0.5912843341416351,0.44,0.013429143651368346
山西,2024,green_plus2pp,0.561284334141635,0.46,0.013853489055467356
山西,2025,baseline,0.541284334141635,0.44,0.015551600804404847
山西,2025,clean_plus5pp,0.5912843341416351,0.44,0.013429143651368346
山西,2025,green_plus2pp,0.561284334141635,0.46,0.013853489055467356
山西,2026,baseline,0.541284334141635,0.44,0.015551600804404847
山西,2026,clean_plus5pp,0.5912843341416351,0.44,0.013429143651368346
山西,2026,green_plus2pp,0.561284334141635,0.46,0.013853489055467356
山西,2027,baseline,0.541284334141635,0.44,0.015551600804404847
山西,2027,clean_plus5pp,0.5912843341416351,0.44,0.013429143651368346
山西,2027,green_plus2pp,0.561284334141635,0.46,0.013853489055467356
山西,2028,baseline,0.541284334141635,0.44,0.015551600804404847
山西,2028,clean_plus5pp,0.5912843341416351,0.44,0.013429143651368346
山西,2028,green_plus2pp,0.561284334141635,0.46,0.013853489055467356
山西,2029,baseline,0.541284334141635,0.44,0.015551600804404847
山西,2029,clean_plus5pp,0.5912843341416351,0.44,0.013429143651368346
山西,2029,green_plus2pp,0.561284334141635,0.46,0.013853489055467356
山西,2030,baseline,0.541284334141635,0.44,0.015551600804404847
山西,2030,clean_plus5pp,0.5912843341416351,0.44,0.013429143651368346
山西,2030,green_plus2pp,0.561284334141635,0.46,0.013853489055467356
广东,2023,baseline,0.860820733904631,0.446,0.0017328157914379572
广东,2023,clean_plus5pp,0.910820733904631,0.446,-0.0003896413615985441
广东,2023,green_plus2pp,0.880820733904631,0.466,3.470404250046667e-05
广东,2024,baseline,0.860820733904631,0.446,0.0017328157914379572
广东,2024,clean_plus5pp,0.910820733904631,0.446,-0.0003896413615985441
广东,2024,green_plus2pp,0.880820733904631,0.466,3.470404250046667e-05
广东,2025,baseline,0.860820733904631,0.446,0.0017328157914379572
广东,2025,clean_plus5pp,0.910820733904631,0.446,-0.0003896413615985441
广东,2025,green_plus2pp,0.880820733904631,0.466,3.470404250046667e-05
广东,2026,baseline,0.860820733904631,0.446,0.0017328157914379572
广东,2026,clean_plus5pp,0.910820733904631,0.446,-0.0003896413615985441
广东,2026,green_plus2pp,0.880820733904631,0.466,3.470404250046667e-05
广东,2027,baseline,0.860820733904631,0.446,0.0017328157914379572
广东,2027,clean_plus5pp,0.910820733904631,0.446,-0.0003896413615985441
广东,2027,green_plus2pp,0.880820733904631,0.466,3.470404250046667e-05
广东,2028,baseline,0.860820733904631,0.446,0.0017328157914379572
广东,2028,clean_plus5pp,0.910820733904631,0.446,-0.0003896413615985441
广东,2028,green_plus2pp,0.880820733904631,0.466,3.470404250046667e-05
广东,2029,baseline,0.860820733904631,0.446,0.0017328157914379572
广东,2029,clean_plus5pp,0.910820733904631,0.446,-0.0003896413615985441
广东,2029,green_plus2pp,0.880820733904631,0.466,3.470404250046667e-05
广东,2030,baseline,0.860820733904631,0.446,0.0017328157914379572
广东,2030,clean_plus5pp,0.910820733904631,0.446,-0.0003896413615985441
广东,2030,green_plus2pp,0.880820733904631,0.466,3.470404250046667e-05
广西,2023,baseline,0.586520353689046,0.39204196642685846,0.01566749812440575
广西,2023,clean_plus5pp,0.636520353689046,0.39204196642685846,0.01354504097136925
广西,2023,green_plus2pp,0.606520353689046,0.4120419664268585,0.013969386375468263
广西,2024,baseline,0.586520353689046,0.39204196642685846,0.01566749812440575
广西,2024,clean_plus5pp,0.636520353689046,0.39204196642685846,0.01354504097136925
广西,2024,green_plus2pp,0.606520353689046,0.4120419664268585,0.013969386375468263
广西,2025,baseline,0.586520353689046,0.39204196642685846,0.01566749812440575
广西,2025,clean_plus5pp,0.636520353689046,0.39204196642685846,0.01354504097136925
广西,2025,green_plus2pp,0.606520353689046,0.4120419664268585,0.013969386375468263
广西,2026,baseline,0.586520353689046,0.39204196642685846,0.01566749812440575
广西,2026,clean_plus5pp,0.636520353689046,0.39204196642685846,0.01354504097136925
广西,2026,green_plus2pp,0.606520353689046,0.4120419664268585,0.013969386375468263
广西,2027,baseline,0.586520353689046,0.39204196642685846,0.01566749812440575
广西,2027,clean_plus5pp,0.636520353689046,0.39204196642685846,0.01354504097136925
广西,2027,green_plus2pp,0.606520353689046,0.4120419664268585,0.013969386375468263
广西,2028,baseline,0.586520353689046,0.39204196642685846,0.01566749812440575
广西,2028,clean_plus5pp,0.636520353689046,0.39204196642685846,0.01354504097136925
广西,2028,green_plus2pp,0.606520353689046,0.4120419664268585,0.013969386375468263
广西,2029,baseline,0.586520353689046,0.39204196642685846,0.01566749812440575
广西,2029,clean_plus5pp,0.636520353689046,0.39204196642685846,0.01354504097136925
广西,2029,green_plus2pp,0.606520353689046,0.4120419664268585,0.013969386375468263
广西,2030,baseline,0.586520353689046,0.39204196642685846,0.01566749812440575
广西,2030,clean_plus5pp,0.636520353689046,0.39204196642685846,0.01354504097136925
广西,2030,green_plus2pp,0.606520353689046,0.4120419664268585,0.013969386375468263
新疆,2023,baseline,0.750735381393989,0.39204196642685846,0.00869671092063689
新疆,2023,clean_plus5pp,0.800735381393989,0.39204196642685846,0.006574253767600386
新疆,2023,green_plus2pp,0.770735381393989,0.4120419664268585,0.006998599171699399
新疆,2024,baseline,0.750735381393989,0.39204196642685846,0.00869671092063689
新疆,2024,clean_plus5pp,0.800735381393989,0.39204196642685846,0.006574253767600386
新疆,2024,green_plus2pp,0.770735381393989,0.4120419664268585,0.006998599171699399
新疆,2025,baseline,0.750735381393989,0.39204196642685846,0.00869671092063689
新疆,2025,clean_plus5pp,0.800735381393989,0.39204196642685846,0.006574253767600386
新疆,2025,green_plus2pp,0.770735381393989,0.4120419664268585,0.006998599171699399
新疆,2026,baseline,0.750735381393989,0.39204196642685846,0.00869671092063689
新疆,2026,clean_plus5pp,0.800735381393989,0.39204196642685846,0.006574253767600386
新疆,2026,green_plus2pp,0.770735381393989,0.4120419664268585,0.006998599171699399
新疆,2027,baseline,0.750735381393989,0.39204196642685846,0.00869671092063689
新疆,2027,clean_plus5pp,0.800735381393989,0.39204196642685846,0.006574253767600386
新疆,2027,green_plus2pp,0.770735381393989,0.4120419664268585,0.006998599171699399
新疆,2028,baseline,0.750735381393989,0.39204196642685846,0.00869671092063689
新疆,2028,clean_plus5pp,0.800735381393989,0.39204196642685846,0.006574253767600386
新疆,2028,green_plus2pp,0.770735381393989,0.4120419664268585,0.006998599171699399
新疆,2029,baseline,0.750735381393989,0.39204196642685846,0.00869671092063689
新疆,2029,clean_plus5pp,0.800735381393989,0.39204196642685846,0.006574253767600386
新疆,2029,green_plus2pp,0.770735381393989,0.4120419664268585,0.006998599171699399
新疆,2030,baseline,0.750735381393989,0.39204196642685846,0.00869671092063689
新疆,2030,clean_plus5pp,0.800735381393989,0.39204196642685846,0.006574253767600386
新疆,2030,green_plus2pp,0.770735381393989,0.4120419664268585,0.006998599171699399
江苏,2023,baseline,0.7261331350172779,0.441,0.007662471167044145
江苏,2023,clean_plus5pp,0.776133135017278,0.441,0.005540014014007643
江苏,2023,green_plus2pp,0.746133135017278,0.461,0.005964359418106654
江苏,2024,baseline,0.7261331350172779,0.441,0.007662471167044145
江苏,2024,clean_plus5pp,0.776133135017278,0.441,0.005540014014007643
江苏,2024,green_plus2pp,0.746133135017278,0.461,0.005964359418106654
江苏,2025,baseline,0.7261331350172779,0.441,0.007662471167044145
江苏,2025,clean_plus5pp,0.776133135017278,0.441,0.005540014014007643
江苏,2025,green_plus2pp,0.746133135017278,0.461,0.005964359418106654
江苏,2026,baseline,0.7261331350172779,0.441,0.007662471167044145
江苏,2026,clean_plus5pp,0.776133135017278,0.441,0.005540014014007643
江苏,2026,green_plus2pp,0.746133135017278,0.461,0.005964359418106654
江苏,2027,baseline,0.7261331350172779,0.441,0.007662471167044145
江苏,2027,clean_plus5pp,0.776133135017278,0.441,0.005540014014007643
江苏,2027,green_plus2pp,0.746133135017278,0.461,0.005964359418106654
江苏,2028,baseline,0.7261331350172779,0.441,0.007662471167044145
江苏,2028,clean_plus5pp,0.776133135017278,0.441,0.005540014014007643
